Plant Code,Generator ID,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW),time
59539,1,N, ,N, ,2022
59540,2,N, ,N, ,2022
59541,3,N, ,N, ,2022
59542,IS6,N, ,N, ,2022
59543,ACTON,N, ,Y,1.6,2022
59544,PV1,N, ,N, ,2022
59545,PV1,N, ,N, ,2022
59546,PV1,N, ,N, ,2022
59548,CRES1,N, ,N, ,2022
59549,EVER1,N, ,N, ,2022
59550,PCSF,N, ,N, ,2022
59551,FLS1,N, ,N, ,2022
59552,FLS1,N, ,N, ,2022
59553,FLS1,N, ,N, ,2022
59554,FLS1,N, ,N, ,2022
59555,VEGA1,N, ,N, ,2022
59556,1,N, ,N, ,2022
59558,SSEC1,N, ,N, ,2022
59560,SPRG1,N, ,N, ,2022
59561,PV1,N, ,N, ,2022
59562,PV1,N, ,N, ,2022
59563,PV1,N, ,N, ,2022
59564,PV1,N, ,N, ,2022
59565,PV1,N, ,N, ,2022
59566,PV1,N, ,N, ,2022
59567,PV1,N, ,N, ,2022
59569,PV1,N, ,N, ,2022
59570,PV1,N, ,N, ,2022
59573,TIS1,N, ,N, ,2022
59575,PV1,N, ,N, ,2022
59576,GEN1,N, ,N, ,2022
59577,PV1,N, ,N, ,2022
59578,PV1,N, ,N, ,2022
59579,PV1,N, ,N, ,2022
59581,PV1,N, ,N, ,2022
59583,PV1,N, ,N, ,2022
59584,PV1,N, ,N, ,2022
59586,PV1,N, ,N, ,2022
59587,PV1,N, ,N, ,2022
59589,PV1,N, ,N, ,2022
59591,PV1,N, ,N, ,2022
59592,PV1,N, ,N, ,2022
59593,PV1,N, ,N, ,2022
59595,PV1,N, ,N, ,2022
59597,CS001,N, ,N, ,2022
59598,CS002,N, ,N, ,2022
59599,GEN1,N, ,N, ,2022
59600,GEN1,N, ,N, ,2022
59601,L&D,N, ,N, ,2022
59603,FLS1,N, ,N, ,2022
59604,FLS1,N, ,N, ,2022
59605,FLS1,N, ,N, ,2022
59606,FLS1,N, ,N, ,2022
59607,MWS,N, ,N, ,2022
59610,APNLI,N, ,N, ,2022
59611,LKLBB,N, ,N, ,2022
59613,TWLL,N, ,N, ,2022
59618,MLK,N, ,N, ,2022
59619,CBLA,N, ,N, ,2022
59620,SMS1,N, ,N, ,2022
59623,CSPV,N, ,Y,2.3,2022
59624,PV1,N, ,N, ,2022
59625,PV1,N, ,N, ,2022
59626,PV1,N, ,N, ,2022
59627,HRMNY,N, ,N, ,2022
59628,HNOVR,N, ,N, ,2022
59630,CS,Y,6.3,N, ,2022
59631,IM,Y,10,N, ,2022
59632,1036,N, ,Y,1.2,2022
59633,KS,N, ,N, ,2022
59634,SNDST,N, ,N, ,2022
59636,37021,N, ,Y,4.4,2022
59638,CLH,N, ,N, ,2022
59641,5MWPV,N, ,N, ,2022
59642,5MWPV,N, ,N, ,2022
59643,5MWPV,N, ,N, ,2022
59645,FLS1,N, ,N, ,2022
59646,FLS1,N, ,N, ,2022
59648,5MWPV,N, ,N, ,2022
59651,W4161,N, ,N, ,2022
59652,W4162,N, ,N, ,2022
59653,COTC,N, ,N, ,2022
59656,COMCH,N, ,N, ,2022
59657,IVSC2,N, ,N, ,2022
59663,CSC1,N, ,N, ,2022
59665,IS037,N, ,N, ,2022
59666,IS047,N, ,N, ,2022
59667,IS048,N, ,N, ,2022
59669,IS054,N, ,N, ,2022
59670,IS023,N, ,N, ,2022
59671,IS046,N, ,N, ,2022
59675,IS044,N, ,N, ,2022
59676,IS044,N, ,N, ,2022
59677,IS064,N, ,N, ,2022
59678,IS067,N, ,N, ,2022
59682,MS258,Y,1.5,N, ,2022
59683,12345,N, ,N, ,2022
59685,01,N, ,N, ,2022
59687,NDP1,N, ,N, ,2022
59689,GCSC1,N, ,N, ,2022
59690,GCSC2,N, ,N, ,2022
59691,GCSC3,N, ,N, ,2022
59694,GEN1,N, ,N, ,2022
59695,MHPV1,N, ,N, ,2022
59702,1,N, ,N, ,2022
59703,1,Y,1.1,N, ,2022
59705,SSUN2,N, ,Y,2,2022
59706,NB005,N, ,N, ,2022
59708,5MWPV,N, ,N, ,2022
59709,PV1,N, ,N, ,2022
59709,PV2,N, ,N, ,2022
59713,HDSC,N, ,N, ,2022
59714,IK410,N, ,N, ,2022
59715,PV1,N, ,N, ,2022
59717,ACPV,N, ,N, ,2022
59717,CCPV,N, ,N, ,2022
59719,CS001,N, ,N, ,2022
59722,SEV1,N, ,N, ,2022
59723,SEV2,N, ,N, ,2022
59729,MSF1,N, ,N, ,2022
59730,SPV18,N, ,N, ,2022
59731,TEMPL,N, ,N, ,2022
59737,ASPRG,N, ,N, ,2022
59738,CSB,N, ,N, ,2022
59739,LWADB,N, ,N, ,2022
59740,SPVMW,N, ,N, ,2022
59741,BARTN,N, ,N, ,2022
59742,HCE,N, ,Y,1.8,2022
59743,1,N, ,N, ,2022
59744,1,N, ,N, ,2022
59745,1,N, ,Y,3.5,2022
59746,1,N, ,N, ,2022
59747,1,N, ,N, ,2022
59748,1,N, ,N, ,2022
59749,1,N, ,N, ,2022
59750,1,N, ,N, ,2022
59751,WILZG,Y,1.3,N, ,2022
59752,1,N, ,Y,1.6,2022
59754,1,N, ,N, ,2022
59755,PVS1,N, ,N, ,2022
59760,RHILL,N, ,N, ,2022
59761,VSLYK,N, ,N, ,2022
59762,BRDWY,N, ,N, ,2022
59765,BI,N, ,Y,2.4,2022
59766,BII,N, ,Y,1.9,2022
59767,CHSTR,N, ,N, ,2022
59768,CMLP,N, ,N, ,2022
59769,1,N, ,N, ,2022
59770,SPEND,N, ,N, ,2022
59771,JSP01,N, ,N, ,2022
59775,ADAMS,N, ,Y,3.5,2022
59777,1,N, ,Y,2.6,2022
59778,EDENS,N, ,N, ,2022
59779,1,N, ,N, ,2022
59780,1,N, ,N, ,2022
59781,1,N, ,N, ,2022
59786,FID2,N, ,N, ,2022
59787,FID1,N, ,N, ,2022
59788,PV1,Y,1.2,N, ,2022
59789,PV1,Y,1.7,N, ,2022
59790,PV1,Y,1.4,N, ,2022
59795,FLS1,N, ,N, ,2022
59796,FLS1,N, ,N, ,2022
59798,W4172,N, ,N, ,2022
59807,GBDIA,N, ,Y,1.6,2022
59811,GEN1,N, ,N, ,2022
59814,PV01,N, ,N, ,2022
59814,PV02,N, ,N, ,2022
59817,PV1,N, ,N, ,2022
59818,1,N, ,N, ,2022
59819,PV1,N, ,N, ,2022
59820,HUNTF,N, ,Y,3.3,2022
59821,STURA,N, ,Y,4,2022
59822,STURB,N, ,Y,2.2,2022
59823,INDY3,Y,1.2,N, ,2022
59824,5732,N, ,N, ,2022
59825,5MWPV,N, ,N, ,2022
59826,GEN01,N, ,N, ,2022
59827,GEN01,N, ,N, ,2022
59828,5375,N, ,N, ,2022
59829,5515,N, ,N, ,2022
59831,FLS1,N, ,N, ,2022
59832,FLS1,N, ,N, ,2022
59833,FLS1,N, ,N, ,2022
59834,INGRO,Y,1.2,N, ,2022
59835,GEN1,N, ,N, ,2022
59839,SHRD1,Y,2.6,N, ,2022
59840,SB2,N, ,N, ,2022
59841,PV1,Y,1.2,N, ,2022
59842,PV1,Y,4.3,N, ,2022
59843,PV1,Y,1.2,N, ,2022
59844,PZ1,Y,1.6,N, ,2022
59844,PZ2,Y,0.8,N, ,2022
59848,PPSG1,N, ,Y,2.5,2022
59849,23377,N, ,N, ,2022
59850,23376,N, ,N, ,2022
59851,GBS01,N, ,N, ,2022
59852,NSSP1,N, ,N, ,2022
59853,WVPV1,N, ,N, ,2022
59854,OLPV1,N, ,N, ,2022
59855,DCPV1,N, ,N, ,2022
59856,SUN1,N, ,N, ,2022
59857,BAT1,N, ,N, ,2022
59858,JSI01,N, ,N, ,2022
59861,TBPV1,N, ,N, ,2022
59862,1,N, ,N, ,2022
59863,1,N, ,N, ,2022
59864,1,N, ,N, ,2022
59865,1,N, ,N, ,2022
59866,11111,Y,2.5,N, ,2022
59867,LMSOL,N, ,N, ,2022
59868,GEN01,N, ,N, ,2022
59870,GEN01,Y,40,N, ,2022
59872,UCD1,N, ,N, ,2022
59873,PV,N, ,Y,1.5,2022
59874,PV1,N, ,N, ,2022
59875,PV1,N, ,N, ,2022
59876,1,N, ,N, ,2022
59878,GEN01,N, ,N, ,2022
59879,GEN01,N, ,N, ,2022
59880,KIPS1,N, ,N, ,2022
59881,KIPS2,N, ,N, ,2022
59887,GEN,N, ,N, ,2022
59891,1,N, ,N, ,2022
59894,1,N, ,N, ,2022
59896,1,N, ,N, ,2022
59897,1,N, ,N, ,2022
59898,SE1SN,N, ,N, ,2022
59899,CHOCO,N, ,N, ,2022
59900,C3CA,N, ,N, ,2022
59901,ALBRT,N, ,N, ,2022
59904,1,N, ,N, ,2022
59905,1,N, ,N, ,2022
59908,2MWPV,N, ,N, ,2022
59910,SF,Y,23.4,N, ,2022
59911,1,N, ,N, ,2022
59912,FREE,N, ,N, ,2022
59914,CREST,N, ,N, ,2022
59915,ORCA,N, ,N, ,2022
59916,12307,N, ,N, ,2022
59917,5MWPV,N, ,N, ,2022
59919,NSPV2,N, ,N, ,2022
59921,5MWPV,N, ,N, ,2022
59922,G1789,Y,1.8,N, ,2022
59922,GA500,Y,0.6,N, ,2022
59927,PV1,N, ,Y,6,2022
59928,NB007,N, ,N, ,2022
59929,NB007,N, ,N, ,2022
59930,NB005,N, ,N, ,2022
59932,FID3,N, ,N, ,2022
59934,SFIV,N, ,N, ,2022
59936,NB008,N, ,N, ,2022
59937,NB006,N, ,N, ,2022
59939,TQ,N, ,N, ,2022
59940,GVS2,N, ,N, ,2022
59940,GVS3,N, ,N, ,2022
59940,GVS4,N, ,N, ,2022
59940,TQ8,N, ,N, ,2022
59941,ISS,N, ,N, ,2022
59942,ML1,Y,1.8,N, ,2022
59944,CONE1,N, ,N, ,2022
59945,GMSW,N, ,N, ,2022
59946,GMSE,N, ,N, ,2022
59947,AERO,N, ,N, ,2022
59948,BF111,N, ,N, ,2022
59950,YAK,N, ,N, ,2022
59951,5FRK,N, ,N, ,2022
59954,XXXXX,N, ,N, ,2022
59955,GEN01,N, ,N, ,2022
59956,GEN02,N, ,N, ,2022
59958,MIL2,N, ,N, ,2022
59961,WABSB,N, ,N, ,2022
59962,NLR,N, ,N, ,2022
59963,CADRC,N, ,N, ,2022
59964,ELVSC,N, ,N, ,2022
59966,PV1,N, ,N, ,2022
59973,WDS1,N, ,N, ,2022
59976,ASTR1,N, ,N, ,2022
59977,ASTR2,N, ,N, ,2022
59978,ECA22,N, ,N, ,2022
59979,GEN1,N, ,N, ,2022
59980,MASH,Y,1.8,N, ,2022
59981,PV1,N, ,N, ,2022
59982,PV1,N, ,N, ,2022
59983,PV1,N, ,N, ,2022
59984,PV1,N, ,N, ,2022
59985,PV1,N, ,N, ,2022
59986,PV1,N, ,N, ,2022
59987,PV1,N, ,N, ,2022
59988,PV1,N, ,N, ,2022
59989,PV1,N, ,N, ,2022
59990,PV1,N, ,N, ,2022
59993,1,N, ,N, ,2022
59994,ROSEK,N, ,N, ,2022
59996,BOYK1,N, ,N, ,2022
59997,HISHO,N, ,N, ,2022
59999,OUCH1,N, ,N, ,2022
60000,TRKCK,N, ,N, ,2022
60001,VNCRK,N, ,N, ,2022
60004,INV#1,N, ,N, ,2022
60004,INV#2,N, ,N, ,2022
60005,1,N, ,N, ,2022
60006,1,N, ,N, ,2022
60007,MORLS,N, ,N, ,2022
60008,SCCO3,N, ,N, ,2022
60009,IPMF,N, ,N, ,2022
60010,IPOR,N, ,N, ,2022
60011,IPAF,N, ,N, ,2022
60012,IPAF2,N, ,N, ,2022
60014,1,N, ,N, ,2022
60017,1,N, ,N, ,2022
60019,1,N, ,N, ,2022
60022,OXFRD,Y,3.5,N, ,2022
60023,FTLUP,N, ,N, ,2022
60024,WPO,N, ,N, ,2022
60026,PV1,Y,4.2,N, ,2022
60027,ADERA,N, ,N, ,2022
60029,VMMD,Y,1.3,N, ,2022
60030,PECAN,N, ,N, ,2022
60032,RCHTR,N, ,N, ,2022
60033,GEN01,N, ,N, ,2022
60034,GEN01,N, ,N, ,2022
60035,RPU1,N, ,N, ,2022
60036,PV1,Y,2.3,N, ,2022
60038,PV1,Y,2.4,N, ,2022
60039,FTRS,N, ,N, ,2022
60043,GEN01,N, ,N, ,2022
60044,BKTH1,N, ,N, ,2022
60045,GEN1,N, ,N, ,2022
60046,PV7,N, ,N, ,2022
60047,PV6,N, ,N, ,2022
60048,FLS1,N, ,N, ,2022
60050,FLS1,N, ,N, ,2022
60051,FLS1,N, ,N, ,2022
60052,FLS1,N, ,N, ,2022
60053,FLS1,N, ,N, ,2022
60054,BPPV,N, ,N, ,2022
60055,FLS1,N, ,N, ,2022
60056,SYNPA,N, ,Y,6,2022
60057,STEEL,N, ,N, ,2022
60058,RVRBN,N, ,N, ,2022
60060,SDIA2,N, ,N, ,2022
60060,SDIAA,N, ,N, ,2022
60060,SDIAB,N, ,N, ,2022
60061,1,N, ,N, ,2022
60062,ASII,N, ,N, ,2022
60063,LVEOK,N, ,N, ,2022
60064,WHTPN,N, ,N, ,2022
60065,FEDRD,N, ,Y,6,2022
60067,SPRMA,N, ,Y,2.4,2022
60068,GVS2,N, ,N, ,2022
60068,GVS5,N, ,N, ,2022
60071,XXXXX,N, ,N, ,2022
60072,NSS1,N, ,N, ,2022
60073,SNLEO,N, ,Y,2.5,2022
60074,SNNOA,N, ,Y,3.5,2022
60075,SYFRS,N, ,Y,6,2022
60076,SYNPL,N, ,Y,5,2022
60077,AVCA,N, ,N, ,2022
60078,DU1CA,N, ,N, ,2022
60079,DU2CA,N, ,N, ,2022
60080,DU3CA,N, ,N, ,2022
60081,DU4CA,N, ,N, ,2022
60082,WHTOK,N, ,N, ,2022
60083,PV-S,N, ,N, ,2022
60083,PV-W,N, ,N, ,2022
60085,PV1,Y,5,N, ,2022
60086,PV1,Y,3.7,N, ,2022
60089,ELKTN,N, ,N, ,2022
60091,GEN01,N, ,N, ,2022
60092,BLCK4,N, ,N, ,2022
60092,BLCK5,N, ,N, ,2022
60092,BLCK6,N, ,N, ,2022
60092,BLCK7,N, ,N, ,2022
60093,BLCK1,N, ,N, ,2022
60093,BLCK2,N, ,N, ,2022
60093,BLCK3,N, ,N, ,2022
60094,BLSL3,N, ,N, ,2022
60095,BLS4A,N, ,N, ,2022
60095,BLS4B,N, ,N, ,2022
60096,PV1,Y,1.3,N, ,2022
60097,PV1,Y,1.4,N, ,2022
60098,PV1,Y,2.5,N, ,2022
60099,PV1,Y,2.3,N, ,2022
60101,SRR,N, ,N, ,2022
60105,LAF,N, ,N, ,2022
60106,ROCK,N, ,N, ,2022
60107,YORK,N, ,N, ,2022
60108,SID,N, ,N, ,2022
60110,PV1,N, ,Y,3.6,2022
60111,PV1,N, ,Y,3,2022
60112,PV1,Y,2,N, ,2022
60113,PV1,Y,1.4,N, ,2022
60114,PV1,Y,2,N, ,2022
60115,PV1,Y,1.3,N, ,2022
60116,PV1,Y,1.3,N, ,2022
60117,1,N, ,N, ,2022
60118,1,N, ,N, ,2022
60121,HCEJI,N, ,N, ,2022
60123,CGAP,N, ,N, ,2022
60124,GFNCH,N, ,N, ,2022
60125,KAWS,N, ,N, ,2022
60127,PV1,N, ,N, ,2022
60129,POW,N, ,N, ,2022
60131,DURM,N, ,N, ,2022
60133,MOR,N, ,N, ,2022
60134,NASH,N, ,N, ,2022
60135,CED,N, ,N, ,2022
60136,ELM,N, ,N, ,2022
60142,LEPV1,N, ,N, ,2022
60144,FLS1,N, ,N, ,2022
60146,FLS1,N, ,N, ,2022
60147,FLS1,N, ,N, ,2022
60149,FLS1,N, ,N, ,2022
60150,ARGOS,N, ,N, ,2022
60151,BLDGF,N, ,N, ,2022
60153,BLDGG,N, ,N, ,2022
60154,BLDG1,N, ,N, ,2022
60156,PV1,N, ,N, ,2022
60157,PV1,N, ,N, ,2022
60160,PV1,N, ,N, ,2022
60161,PV1,N, ,N, ,2022
60165,PV1,N, ,N, ,2022
60178,PV1,N, ,N, ,2022
60179,PV1,N, ,N, ,2022
60180,PV1,N, ,N, ,2022
60181,PV1,N, ,N, ,2022
60182,DULLE,N, ,N, ,2022
60183,FSPRI,N, ,N, ,2022
60185,SOLV1,N, ,N, ,2022
60186,DSR1,N, ,N, ,2022
60187,DSR2,N, ,N, ,2022
60188,CON15,N, ,N, ,2022
60189,SRS15,N, ,N, ,2022
60190,MIN01,N, ,N, ,2022
60191,FLS1,N, ,N, ,2022
60193,GEN1,N, ,N, ,2022
60195,SVSEC,N, ,N, ,2022
60196,SFSEC,N, ,N, ,2022
60197,SANTO,N, ,N, ,2022
60198,RCSEC,N, ,N, ,2022
60199,CHSC1,N, ,N, ,2022
60200,LAUR,N, ,N, ,2022
60201,CHNJ,Y,1.6,N, ,2022
60207,HEMLK,N, ,N, ,2022
60208,PV1,N, ,N, ,2022
60209,HXNAI,N, ,N, ,2022
60219,UNIT1,N, ,N, ,2022
60225,PV1,Y,3.2,N, ,2022
60226,GEN01,N, ,N, ,2022
60227,PV1,Y,2,N, ,2022
60228,PV1,Y,1.2,N, ,2022
60229,PV1,Y,2.1,N, ,2022
60230,PV1,Y,2.1,N, ,2022
60231,PV1,Y,4.8,N, ,2022
60232,PV1,Y,2.5,N, ,2022
60233,PV2,N, ,N, ,2022
60237,MSF2,N, ,N, ,2022
60238,PV1,N, ,N, ,2022
60239,PV1,N, ,N, ,2022
60240,1,N, ,N, ,2022
60242,SKI10,N, ,N, ,2022
60247,VVS,N, ,N, ,2022
60248,CAREY,N, ,N, ,2022
60251,SHUNT,N, ,N, ,2022
60252,SWASH,N, ,N, ,2022
60253,SANDE,N, ,N, ,2022
60255,1,N, ,N, ,2022
60255,2,N, ,N, ,2022
60257,INV1,N, ,N, ,2022
60258,ALPV1,N, ,N, ,2022
60261,GEN1,N, ,N, ,2022
60265,JUNCT,N, ,N, ,2022
60266,CEDAR,N, ,N, ,2022
60267,SHRN1,N, ,N, ,2022
60274,WFMA,N, ,N, ,2022
60275,WSPV1,N, ,N, ,2022
60277,CASTR,N, ,N, ,2022
60278,SBRDG,Y,2.6,N, ,2022
60279,ABSR,N, ,N, ,2022
60280,SUMSL,N, ,N, ,2022
60281,CADRB,N, ,N, ,2022
60283,MVRKS,N, ,N, ,2022
60284,PV1,N, ,N, ,2022
60285,RH3,N, ,N, ,2022
60287,PV1,N, ,N, ,2022
60288,PV1,N, ,N, ,2022
60290,PV1,N, ,N, ,2022
60291,PV1,N, ,N, ,2022
60293,PV1,N, ,N, ,2022
60298,PV1,N, ,N, ,2022
60300,IMPV1,N, ,N, ,2022
60301,HPV1,N, ,N, ,2022
60303,SUM2,N, ,N, ,2022
60304,SISPV,N, ,N, ,2022
60306,SUM1,N, ,N, ,2022
60307,1,N, ,N, ,2022
60308,1,N, ,N, ,2022
60310,GEN01,N, ,N, ,2022
60311,GEN01,N, ,N, ,2022
60312,1,N, ,N, ,2022
60313,1,N, ,N, ,2022
60315,MSF3,N, ,N, ,2022
60316,1,N, ,N, ,2022
60318,1,N, ,N, ,2022
60319,1,N, ,N, ,2022
60320,SSCO1,N, ,Y,1.5,2022
60324,GEN01,N, ,N, ,2022
60327,AMWEL,N, ,N, ,2022
60330,GSC1,N, ,N, ,2022
60331,HSC1,N, ,N, ,2022
60332,ORSC1,N, ,N, ,2022
60333,RSC1,N, ,N, ,2022
60334,TSC1,N, ,N, ,2022
60335,VASC1,N, ,N, ,2022
60336,MSF1,N, ,N, ,2022
60337,PROV,N, ,N, ,2022
60341,WMTOC,N, ,N, ,2022
60344,SUD,N, ,N, ,2022
60346,1,N, ,N, ,2022
60347,1,N, ,N, ,2022
60348,1,N, ,N, ,2022
60350,LVMB2,N, ,N, ,2022
60351,BSPV1,N, ,N, ,2022
60352,BSP,N, ,N, ,2022
60353,CCVT,N, ,N, ,2022
60359,60916,N, ,N, ,2022
60361,INV1,N, ,N, ,2022
60363,WFSPV,N, ,N, ,2022
60364,WSPV,N, ,N, ,2022
60365,VULC,N, ,N, ,2022
60367,SCSPV,N, ,N, ,2022
60369,BFPV,N, ,N, ,2022
60370,FHSPV,N, ,N, ,2022
60371,1,N, ,N, ,2022
60372,LSPV1,N, ,N, ,2022
60375,ILR1,N, ,N, ,2022
60378,PV1,Y,5.9,N, ,2022
60380,SCSPV,N, ,N, ,2022
60381,SSSP,N, ,N, ,2022
60383,MONPV,N, ,N, ,2022
60384,HERT,N, ,N, ,2022
60386,PV1,N, ,N, ,2022
60389,REBR1,N, ,N, ,2022
60391,SJAPV,N, ,Y,20.1,2022
60393,PV1,N, ,N, ,2022
60394,PV1,N, ,N, ,2022
60395,MC1PV,N, ,N, ,2022
60396,FLS1,N, ,N, ,2022
60397,FLS1,N, ,N, ,2022
60398,FLS1,N, ,N, ,2022
60399,FLS1,N, ,N, ,2022
60400,FLS1,N, ,N, ,2022
60401,BCSPV,N, ,N, ,2022
60402,CBPV,N, ,N, ,2022
60403,CSPV,N, ,N, ,2022
60405,CSPV,N, ,N, ,2022
60406,RSPV,N, ,N, ,2022
60408,97PV,N, ,N, ,2022
60409,SWFPV,N, ,N, ,2022
60410,SULPV,N, ,N, ,2022
60411,COVEN,N, ,N, ,2022
60412,MUN,N, ,N, ,2022
60413,AZPV1,N, ,N, ,2022
60415,HFSPV,N, ,N, ,2022
60416,MSPV,N, ,N, ,2022
60417,MSFPV,N, ,N, ,2022
60422,1,N, ,N, ,2022
60423,FCPV,N, ,Y,2.4,2022
60424,WBAB,N, ,Y,2.2,2022
60425,SO049,Y,2,N, ,2022
60426,RCWD,Y,5,N, ,2022
60427,CSS1,N, ,Y,1,2022
60428,PV1,Y,2.7,N, ,2022
60429,PV1,N, ,N, ,2022
60431,TC3,Y,2.6,N, ,2022
60432,TPP,N, ,N, ,2022
60435,XXXXX,N, ,N, ,2022
60436,1,N, ,N, ,2022
60437,BERNS,N, ,N, ,2022
60438,1,N, ,N, ,2022
60439,PV1,N, ,N, ,2022
60440,PV1,N, ,N, ,2022
60442,CMA1,N, ,Y,2.7,2022
60443,WMA1,N, ,Y,2.7,2022
60445,INV1,N, ,N, ,2022
60446,PVEB,Y,1.1,N, ,2022
60447,PSLS,Y,1.2,N, ,2022
60448,VALD,Y,1.3,N, ,2022
60449,PSII,N, ,N, ,2022
60450,PVCR,Y,1.3,N, ,2022
60451,PVBR,Y,1.2,N, ,2022
60452,CALV,Y,3.9,N, ,2022
60453,CUMM,Y,2,N, ,2022
60454,HOUGH,Y,2.6,N, ,2022
60455,ONS,Y,2.6,N, ,2022
60456,ONW,Y,2.6,N, ,2022
60458,HAEH,Y,3.4,N, ,2022
60461,PV1,Y,2.2,N, ,2022
60462,PV1,Y,2.5,N, ,2022
60463,PV1,Y,2.3,N, ,2022
60465,PV1,Y,2.1,N, ,2022
60467,PV1,N, ,N, ,2022
60469,INV1,N, ,N, ,2022
60472,CPS1,N, ,N, ,2022
60473,WPMA1,N, ,Y,1.8,2022
60474,BSHRB,N, ,N, ,2022
60475,BSHRC,N, ,N, ,2022
60476,WPMA2,N, ,Y,1.6,2022
60477,BE,Y,2.4,N, ,2022
60478,BW,Y,1.2,N, ,2022
60480,PV1,N, ,N, ,2022
60481,BSHRA,N, ,N, ,2022
60484,1,N, ,N, ,2022
60485,PV1,N, ,N, ,2022
60487,PV1,N, ,N, ,2022
60489,PV1,N, ,N, ,2022
60489,PV2,N, ,N, ,2022
60490,RW4SF,N, ,N, ,2022
60491,SB3SF,N, ,N, ,2022
60492,PV1,N, ,Y,2.8,2022
60493,1,N, ,Y,3.3,2022
60494,1,N, ,Y,4.3,2022
60495,1,N, ,N, ,2022
60496,1,Y,2,N, ,2022
60497,SKY B,N, ,N, ,2022
60498,1,N, ,Y,2.6,2022
60500,1,Y,1.1,N, ,2022
60501,1,Y,1.1,N, ,2022
60507,NORTH,Y,2.3,N, ,2022
60507,SOUTH,Y,2.3,N, ,2022
60509,PV1,N, ,N, ,2022
60510,PV1,N, ,N, ,2022
60511,PV1,N, ,N, ,2022
60512,SO073,N, ,N, ,2022
60513,SO076,N, ,N, ,2022
60514,PV1,Y,2,N, ,2022
60515,SO048,N, ,N, ,2022
60516,PV1,N, ,N, ,2022
60518,PV1,N, ,N, ,2022
60519,PV1,N, ,N, ,2022
60520,PV1,N, ,N, ,2022
60521,PV1,N, ,N, ,2022
60522,PV1,N, ,N, ,2022
60523,PV1,N, ,N, ,2022
60524,PV1,N, ,N, ,2022
60525,PV1,N, ,N, ,2022
60526,PV1,N, ,N, ,2022
60527,PV1,N, ,N, ,2022
60528,PV1,N, ,N, ,2022
60529,PV1,N, ,N, ,2022
60530,PV1,N, ,N, ,2022
60531,PV1,N, ,N, ,2022
60532,PV1,N, ,N, ,2022
60533,PV1,N, ,N, ,2022
60534,PV1,N, ,N, ,2022
60535,PV1,N, ,N, ,2022
60537,8027,N, ,N, ,2022
60538,1,N, ,N, ,2022
60539,IS042,X, ,N, ,2022
60540,IS031,N, ,N, ,2022
60542,900,Y,1.5,N, ,2022
60544,PV1,N, ,N, ,2022
60546,PV1,Y,17,N, ,2022
60547,PV1,N, ,N, ,2022
60548,PV1,N, ,N, ,2022
60549,ZV3,N, ,N, ,2022
60552,HATTI,N, ,N, ,2022
60553,1,N, ,N, ,2022
60554,STHLV,N, ,N, ,2022
60555,SELMI,N, ,N, ,2022
60556,SELM2,N, ,N, ,2022
60558,PV1,N, ,N, ,2022
60560,MILL,N, ,N, ,2022
60562,GMPSP,N, ,N, ,2022
60573,PV1,N, ,N, ,2022
60575,1,N, ,N, ,2022
60576,1,N, ,N, ,2022
60577,1,N, ,N, ,2022
60578,1,N, ,N, ,2022
60579,1,N, ,N, ,2022
60580,1,N, ,N, ,2022
60581,UCTX,N, ,N, ,2022
60582,PV1,N, ,N, ,2022
60583,PV1,N, ,N, ,2022
60584,01,N, ,N, ,2022
60585,MV01,N, ,N, ,2022
60586,PV01,N, ,N, ,2022
60590,RS1,N, ,N, ,2022
60591,RS1,N, ,N, ,2022
60597,WYN3,N, ,N, ,2022
60598,WYN2,N, ,N, ,2022
60599,DPLN,N, ,N, ,2022
60600,PV1,N, ,N, ,2022
60601,BBSOL,N, ,N, ,2022
60602,WYN1,N, ,N, ,2022
60603,PV1,N, ,N, ,2022
60604,PV1,N, ,Y,13.7,2022
60605,PV1,Y,1.5,N, ,2022
60607,PV1,Y,4.8,N, ,2022
60608,PV1,Y,1.4,N, ,2022
60609,PV1,Y,4.8,N, ,2022
60611,PV1,N, ,N, ,2022
60612,MORIN,N, ,Y,5.6,2022
60613,NBKFD,N, ,Y,2.5,2022
60614,PALMR,N, ,Y,1.2,2022
60615,BRKLY,N, ,N, ,2022
60616,BCSLR,N, ,N, ,2022
60621,WL,N, ,Y,8.2,2022
60622,AMPBG,N, ,N, ,2022
60623,PV1,N, ,N, ,2022
60624,PV1,N, ,N, ,2022
60625,CANAL,N, ,Y,1.5,2022
60627,BEAM3,N, ,N, ,2022
60629,PV1,N, ,N, ,2022
60631,PV1,N, ,N, ,2022
60632,PV1,N, ,N, ,2022
60633,PV1,N, ,N, ,2022
60634,PV1,N, ,N, ,2022
60635,PV1,N, ,N, ,2022
60636,1,N, ,N, ,2022
60637,NC160,N, ,N, ,2022
60638,NC160,N, ,N, ,2022
60640,COLBY,Y,1.8,N, ,2022
60644,WBRK,N, ,Y,1.8,2022
60651,1,N, ,N, ,2022
60652,PV1,N, ,N, ,2022
60653,PV1,N, ,Y,1.3,2022
60654,GEN01,N, ,N, ,2022
60658,PV1,N, ,N, ,2022
60659,PV1,N, ,N, ,2022
60662,PV1,N, ,Y,2.7,2022
60663,PV1,N, ,Y,2.7,2022
60664,PV1,N, ,Y,2.5,2022
60665,PV1,N, ,Y,2.5,2022
